2025-12-09 08:00:00.031 [scheduling-1] INFO  c.s.i.f.m.s.FundMonitorScheduler - ========== 开始执行基金监控定时任务 ==========
2025-12-09 09:43:14.013 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002834' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.016 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '012920' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.019 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 3 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002170' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.021 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '023918' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.023 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007721' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.025 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '017428' ORDER BY nav_date DESC LIMIT 5
2025-12-09 09:43:14.027 [http-nio-8080-exec-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM email_recipient WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 09:43:15.606 [http-nio-8080-exec-1] INFO  c.s.i.n.s.EmailNotificationService - HTML邮件发送成功，收件人数量: 1, 主题: 【基金数据日报】2025年12月09日
2025-12-09 09:43:15.606 [http-nio-8080-exec-1] INFO  c.s.i.f.m.s.FundDataReportTask - 基金数据报告发送完成，共处理 12 个基金
2025-12-09 10:00:00.034 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 4 ms, SQL: SELECT * FROM fund_monitor WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 10:00:00.034 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 获取到 12 个启用的监控基金
2025-12-09 10:00:00.034 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 010500 - 中银创新医疗混合C
2025-12-09 10:00:00.035 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=010500, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.037 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '010500' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.037 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金010500已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.037 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 010500 - 中银创新医疗混合C, 更新记录数: 0
2025-12-09 10:00:00.037 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 010500 - 中银创新医疗混合C
2025-12-09 10:00:00.037 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 010500
2025-12-09 10:00:00.043 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 4 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '010500' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.043 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 010500 - 中银创新医疗混合C
2025-12-09 10:00:00.043 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 016858 - 国金量化多因子C
2025-12-09 10:00:00.043 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=016858, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.045 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '016858' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.045 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金016858已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.045 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 016858 - 国金量化多因子C, 更新记录数: 0
2025-12-09 10:00:00.045 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 016858 - 国金量化多因子C
2025-12-09 10:00:00.045 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 016858
2025-12-09 10:00:00.047 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '016858' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.047 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 016858 - 国金量化多因子C
2025-12-09 10:00:00.047 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 007950 - 招商量化精选C
2025-12-09 10:00:00.047 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=007950, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.049 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007950' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.050 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金007950已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.050 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 007950 - 招商量化精选C, 更新记录数: 0
2025-12-09 10:00:00.050 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 007950 - 招商量化精选C
2025-12-09 10:00:00.050 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 007950
2025-12-09 10:00:00.052 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007950' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.052 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 007950 - 招商量化精选C
2025-12-09 10:00:00.052 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 014198 - 华夏智胜先锋股票C
2025-12-09 10:00:00.052 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=014198, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.054 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 0 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '014198' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.054 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金014198已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.054 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 014198 - 华夏智胜先锋股票C, 更新记录数: 0
2025-12-09 10:00:00.054 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 014198 - 华夏智胜先锋股票C
2025-12-09 10:00:00.054 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 014198
2025-12-09 10:00:00.056 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '014198' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.056 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 014198 - 华夏智胜先锋股票C
2025-12-09 10:00:00.056 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 021526 - 南华丰汇混合C
2025-12-09 10:00:00.056 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=021526, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.058 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '021526' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.058 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金021526已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.058 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 021526 - 南华丰汇混合C, 更新记录数: 0
2025-12-09 10:00:00.058 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 021526 - 南华丰汇混合C
2025-12-09 10:00:00.058 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 021526
2025-12-09 10:00:00.060 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '021526' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.060 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 021526 - 南华丰汇混合C
2025-12-09 10:00:00.060 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 018561 - 中信保诚多策略灵活配置混合C
2025-12-09 10:00:00.061 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=018561, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.063 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '018561' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.063 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金018561已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.063 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 018561 - 中信保诚多策略灵活配置混合C, 更新记录数: 0
2025-12-09 10:00:00.063 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 018561 - 中信保诚多策略灵活配置混合C
2025-12-09 10:00:00.063 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 018561
2025-12-09 10:00:00.065 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '018561' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.065 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 018561 - 中信保诚多策略灵活配置混合C
2025-12-09 10:00:00.065 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 002834 - 华夏新锦绣灵活配置混合C
2025-12-09 10:00:00.065 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=002834, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.067 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002834' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.067 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金002834已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.067 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 002834 - 华夏新锦绣灵活配置混合C, 更新记录数: 0
2025-12-09 10:00:00.067 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 002834 - 华夏新锦绣灵活配置混合C
2025-12-09 10:00:00.067 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 002834
2025-12-09 10:00:00.069 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002834' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.069 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 002834 - 华夏新锦绣灵活配置混合C
2025-12-09 10:00:00.069 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 012920 - 易方达全球成长精选混合
2025-12-09 10:00:00.069 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=012920, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.071 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '012920' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.071 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始爬取基金数据: fundCode=012920, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.267 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 成功爬取基金数据: fundCode=012920, count=20
2025-12-09 10:00:00.431 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 9 ms, SQL: INSERT INTO fund_nav (fund_code, fund_name, nav_date, unit_nav, daily_return, create_time, update_time) VALUES ('012920', '易方达全球成长精选混合', 2025-11-10, 2.5229, 2.19, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-11, 2.4857, -1.50, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-12, 2.4924, 0.27, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-13, 2.4424, -2.05, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-14, 2.4191, -0.96, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-17, 2.4147, -0.18, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-18, 2.3784, -1.53, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-19, 2.4058, 1.14, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-20, 2.3514, -2.31, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-21, 2.3142, -1.61, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-24, 2.3781, 2.69, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-25, 2.4000, 0.92, NOW(), NOW()) , ('012920', '易方达全球成长精选混合', 2025-11-26, 2.4427, 1.75, NOW(), NOW()) ...
2025-12-09 10:00:00.431 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 保存基金数据成功: fundCode=012920, count=40
2025-12-09 10:00:00.431 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 012920 - 易方达全球成长精选混合, 更新记录数: 40
2025-12-09 10:00:00.431 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 012920 - 易方达全球成长精选混合
2025-12-09 10:00:00.431 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 012920
2025-12-09 10:00:00.434 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '012920' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.434 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 012920 - 易方达全球成长精选混合
2025-12-09 10:00:00.434 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 002170 - 东吴移动互联网灵活配置混合C
2025-12-09 10:00:00.434 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=002170, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.435 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002170' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.436 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金002170已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.436 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 002170 - 东吴移动互联网灵活配置混合C, 更新记录数: 0
2025-12-09 10:00:00.436 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 002170 - 东吴移动互联网灵活配置混合C
2025-12-09 10:00:00.436 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 002170
2025-12-09 10:00:00.437 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '002170' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.438 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 002170 - 东吴移动互联网灵活配置混合C
2025-12-09 10:00:00.438 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 023918 - 华夏国证自由现金流ETF连接C
2025-12-09 10:00:00.438 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=023918, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.440 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '023918' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.440 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金023918已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.440 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 023918 - 华夏国证自由现金流ETF连接C, 更新记录数: 0
2025-12-09 10:00:00.440 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 023918 - 华夏国证自由现金流ETF连接C
2025-12-09 10:00:00.440 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 023918
2025-12-09 10:00:00.442 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '023918' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.442 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 023918 - 华夏国证自由现金流ETF连接C
2025-12-09 10:00:00.442 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 007721 - 天弘标普500A
2025-12-09 10:00:00.442 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=007721, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.445 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007721' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.445 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始爬取基金数据: fundCode=007721, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.553 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 成功爬取基金数据: fundCode=007721, count=20
2025-12-09 10:00:00.565 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 5 ms, SQL: INSERT INTO fund_nav (fund_code, fund_name, nav_date, unit_nav, daily_return, create_time, update_time) VALUES ('007721', '天弘标普500A', 2025-11-10, 2.1076, 1.47, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-11, 2.1129, 0.25, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-12, 2.1140, 0.05, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-13, 2.0842, -1.43, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-14, 2.0820, -0.11, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-17, 2.0647, -0.83, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-18, 2.0485, -0.79, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-19, 2.0552, 0.33, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-20, 2.0320, -1.14, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-21, 2.0439, 0.59, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-24, 2.0721, 1.36, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-25, 2.0881, 0.77, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-26, 2.1024, 0.68, NOW(), NOW()) , ('007721', '天弘标普500A', 2025-11-27, 2.10...
2025-12-09 10:00:00.565 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 保存基金数据成功: fundCode=007721, count=40
2025-12-09 10:00:00.565 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 007721 - 天弘标普500A, 更新记录数: 40
2025-12-09 10:00:00.565 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 007721 - 天弘标普500A
2025-12-09 10:00:00.565 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 007721
2025-12-09 10:00:00.568 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '007721' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.569 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 007721 - 天弘标普500A
2025-12-09 10:00:00.569 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始更新基金数据: 017428 - 易方达成长混合动力C
2025-12-09 10:00:00.569 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 开始增量更新基金数据: fundCode=017428, startDate=2025-11-09, endDate=2025-12-09
2025-12-09 10:00:00.571 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 2 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '017428' ORDER BY nav_date DESC LIMIT 1
2025-12-09 10:00:00.571 [scheduling-1] INFO  c.s.i.f.m.service.FundCrawlerService - 基金017428已有最新数据，无需重新爬取: latestDate=2025-12-08
2025-12-09 10:00:00.571 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金数据更新完成: 017428 - 易方达成长混合动力C, 更新记录数: 0
2025-12-09 10:00:00.571 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 017428 - 易方达成长混合动力C
2025-12-09 10:00:00.571 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 开始监控基金: 017428
2025-12-09 10:00:00.574 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM fund_nav WHERE fund_code = '017428' ORDER BY nav_date DESC LIMIT 5
2025-12-09 10:00:00.574 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 基金监控完成: 017428 - 易方达成长混合动力C
2025-12-09 10:00:00.577 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 1 ms, SQL: SELECT * FROM email_recipient WHERE enabled = 1 ORDER BY create_time ASC
2025-12-09 10:00:01.985 [scheduling-1] INFO  c.s.i.n.s.EmailNotificationService - HTML邮件发送成功，收件人数量: 1, 主题: 【基金预警汇总】多基金预警通知
2025-12-09 10:00:01.985 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - 全局基金预警汇总HTML邮件已发送，共 1 个预警
2025-12-09 10:00:01.993 [scheduling-1] INFO  c.s.invest.common.SqlCostInterceptor - SQL执行耗时: 6 ms, SQL: INSERT INTO alarm_record (fund_code, fund_name, rule_code, rule_description, consecutive_days, cumulative_return, daily_return, nav_date, unit_nav, alarm_content) VALUES ('002170', '东吴移动互联网灵活配置混合C', 'D', '连续3天累计涨跌幅绝对值≥3%', 3, 3.0400, NULL, 2025-12-08, 5.7416, '基金名称: 东吴移动互联网灵活配置混合C 基金代码: 002170 预警规则: 连续3天累计涨跌幅绝对值≥3% 连续天数: 3天 累计涨跌幅: 3.04% 最新净值日期: 2025-12-08 最新单位净值: 5.7416 短期累计波动较大，请关注基金走势。')
2025-12-09 10:00:01.993 [scheduling-1] INFO  c.s.i.f.m.service.FundMonitorService - ========== 基金监控定时任务执行完成 ==========
2025-12-09 15:18:51.098 [main] INFO  com.sunlight.invest.FundApplication - Starting FundApplication using Java 1.8.0_152 on sunlight with PID 65192 (D:\javaAI\monitor\target\classes started by Administrator in D:\javaAI\monitor)
2025-12-09 15:18:51.100 [main] INFO  com.sunlight.invest.FundApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-09 15:18:52.924 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2025-12-09 15:18:52.931 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-12-09 15:18:52.933 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-12-09 15:18:52.933 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-12-09 15:18:53.106 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-12-09 15:18:53.107 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1954 ms
2025-12-09 15:18:53.193 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2025-12-09 15:18:53.655 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-12-09 15:18:53.663 [Druid-ConnectionPool-Create-1309934743] INFO  c.a.d.pool.DruidAbstractDataSource - {dataSource-1} failContinuous is true
2025-12-09 15:18:53.693 [main] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2025-12-09 15:18:53.712 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-12-09 15:19:31.578 [main] INFO  com.sunlight.invest.FundApplication - Starting FundApplication using Java 1.8.0_152 on sunlight with PID 47200 (D:\javaAI\monitor\target\classes started by Administrator in D:\javaAI\monitor)
2025-12-09 15:19:31.581 [main] INFO  com.sunlight.invest.FundApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-09 15:19:33.270 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
